"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"16","Montgomery County","001-004","08","39","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","2","3","0","0","0" 
"16","Montgomery County","001-004","08","39","Comptroller","","Timothy J. Adams","DEM","","4","32","28","2","1" 
"16","Montgomery County","001-004","08","39","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","20","98","54","7","11" 
"16","Montgomery County","001-004","08","39","Attorney General","","Anthony G. Brown","DEM","Y","10","76","49","7","6" 
"16","Montgomery County","001-004","08","39","Attorney General","","Katie Curran O'Malley","DEM","","13","51","34","2","7" 
"16","Montgomery County","001-004","08","39","U.S. Senator","","Michelle L. Smith","DEM","","4","25","10","1","0" 
"16","Montgomery County","001-004","08","39","U.S. Senator","","Chris Van Hollen","DEM","Y","20","107","72","8","12" 
"16","Montgomery County","001-004","08","39","U.S. Congress","08","Andalib Odulate","DEM","","7","28","9","0","2" 
"16","Montgomery County","001-004","08","39","U.S. Congress","08","Jamie Raskin","DEM","Y","18","102","75","8","9" 
"16","Montgomery County","001-004","08","39","State Senator","39","Adam Alphaeus Cunningham","DEM","","6","18","18","2","5" 
"16","Montgomery County","001-004","08","39","State Senator","39","Nancy J. King","DEM","Y","15","110","66","6","5" 
"16","Montgomery County","001-004","08","39","House of Delegates","39","Gabriel Acevero","DEM","Y","21","92","67","4","8" 
"16","Montgomery County","001-004","08","39","House of Delegates","39","Lesley J. Lopez","DEM","Y","18","98","64","5","8" 
"16","Montgomery County","001-004","08","39","House of Delegates","39","Kirill Reznik","DEM","Y","15","76","64","7","8" 
"16","Montgomery County","001-004","08","39","House of Delegates","39","Clint L. Sobratti","DEM","","9","64","35","4","0" 
"16","Montgomery County","001-004","08","39","County Executive","16","David T. Blair","DEM","","14","57","30","3","6" 
"16","Montgomery County","001-004","08","39","County Executive","16","Marc Elrich","DEM","Y","6","45","40","3","4" 
"16","Montgomery County","001-004","08","39","County Executive","16","Peter James","DEM","","1","8","0","0","0" 
"16","Montgomery County","001-004","08","39","County Executive","16","Hans Riemer","DEM","","4","19","14","3","1" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Gabe Albornoz","DEM","Y","19","71","50","3","6" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Brandy H. M. Brooks","DEM","","6","47","30","4","3" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Dana E. Gassaway","DEM","","4","56","17","3","0" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Evan Glass","DEM","Y","15","59","44","8","9" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Scott Evan Goldberg","DEM","","12","38","27","0","3" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Tom Hucker","DEM","","6","39","32","5","3" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Will Jawando","DEM","Y","15","68","53","5","8" 
"16","Montgomery County","001-004","08","39","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","12","77","39","4","5" 
"16","Montgomery County","001-004","08","39","County Council","007","Andrew A. Einsmann","DEM","","3","10","8","1","2" 
"16","Montgomery County","001-004","08","39","County Council","007","Paul Geller","DEM","","2","9","1","0","0" 
"16","Montgomery County","001-004","08","39","County Council","007","Sharif A. Hidayat","DEM","","3","8","6","1","1" 
"16","Montgomery County","001-004","08","39","County Council","007","Dawn Luedtke","DEM","Y","4","38","24","1","2" 
"16","Montgomery County","001-004","08","39","County Council","007","Jacqueline Manger","DEM","","7","18","9","2","1" 
"16","Montgomery County","001-004","08","39","County Council","007","Paul K. Schwartz","DEM","","1","9","6","0","0" 
"16","Montgomery County","001-004","08","39","County Council","007","Ben Wikner","DEM","","3","38","26","3","3" 
"16","Montgomery County","001-004","08","39","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","17","88","64","5","4" 
"16","Montgomery County","001-004","08","39","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","15","71","57","4","7" 
"16","Montgomery County","001-004","08","39","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","11","86","59","7","5" 
"16","Montgomery County","001-004","08","39","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","9","42","17","3","4" 
"16","Montgomery County","001-004","08","39","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","9","68","53","2","3" 
"16","Montgomery County","001-004","08","39","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","13","62","32","3","5" 
"16","Montgomery County","001-004","08","39","State's Attorney","16","Tom DeGonia","DEM","","2","24","16","1","3" 
"16","Montgomery County","001-004","08","39","State's Attorney","16","John McCarthy","DEM","Y","14","60","40","3","4" 
"16","Montgomery County","001-004","08","39","State's Attorney","16","Bernice Mireku-North","DEM","","6","32","11","2","2" 
"16","Montgomery County","001-004","08","39","State's Attorney","16","Perry Paylor","DEM","","1","12","12","1","1" 
"16","Montgomery County","001-004","08","39","Clerk Circuit Court","16","Alan S. Bowser","DEM","","9","43","28","4","7" 
"16","Montgomery County","001-004","08","39","Clerk Circuit Court","16","Karen Bushell","DEM","Y","10","78","48","3","4" 
"16","Montgomery County","001-004","08","39","Register of Wills","16","Joseph M. Griffin","DEM","Y","19","111","67","6","9" 
"16","Montgomery County","001-004","08","39","Sheriff","16","Robert Bass","DEM","","7","51","31","3","2" 
"16","Montgomery County","001-004","08","39","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","11","71","41","4","6" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","11","69","37","3","5" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","13","85","48","3","4" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","10","65","35","4","5" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","11","66","42","4","4" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","7","65","37","4","4" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","11","50","20","2","5" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","13","71","40","5","7" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","10","55","46","5","5" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","12","53","38","5","6" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","11","66","29","4","4" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","10","63","48","4","5" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm","39","Jamie Andrews","DEM","","6","27","19","3","4" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm","39","Mumin A. Barre","DEM","","1","29","25","4","3" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm","39","Bobby Bartlett","DEM","","2","18","14","0","1" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm","39","Suzi Williams Kaplan","DEM","","4","44","23","2","4" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm","39","Marc Anthony Robles","DEM","Y","6","37","20","1","4" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm","39","Rebecca Rosales Castillo","DEM","Y","8","57","34","1","2" 
"16","Montgomery County","001-004","08","39","DEM Cent Comm","39","Ulrich A. Ssaka","DEM","","2","8","1","0","0" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","0","4","4","0","0" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","4","5","0","0" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","4","12","15","1","2" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","6","8","6","3","0" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","2","0","1","0" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","1","2","1","0","0" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","1","7","6","0","1" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","16","27","14","2","2" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","19","54","52","8","11" 
"16","Montgomery County","001-005","08","19","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","2","0","0","0" 
"16","Montgomery County","001-005","08","19","Comptroller","","Timothy J. Adams","DEM","","12","36","22","2","2" 
"16","Montgomery County","001-005","08","19","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","33","83","77","13","13" 
"16","Montgomery County","001-005","08","19","Attorney General","","Anthony G. Brown","DEM","Y","19","66","47","3","7" 
"16","Montgomery County","001-005","08","19","Attorney General","","Katie Curran O'Malley","DEM","","26","50","56","13","10" 
"16","Montgomery County","001-005","08","19","U.S. Senator","","Michelle L. Smith","DEM","","7","21","11","1","3" 
"16","Montgomery County","001-005","08","19","U.S. Senator","","Chris Van Hollen","DEM","Y","40","100","96","14","14" 
"16","Montgomery County","001-005","08","19","U.S. Congress","08","Andalib Odulate","DEM","","5","18","13","0","1" 
"16","Montgomery County","001-005","08","19","U.S. Congress","08","Jamie Raskin","DEM","Y","42","100","91","15","16" 
"16","Montgomery County","001-005","08","19","State Senator","19","Ben Kramer","DEM","Y","44","109","93","15","16" 
"16","Montgomery County","001-005","08","19","House of Delegates","19","Charlotte Crutchfield","DEM","Y","40","80","76","12","12" 
"16","Montgomery County","001-005","08","19","House of Delegates","19","Bonnie Cullison","DEM","Y","42","90","78","10","11" 
"16","Montgomery County","001-005","08","19","House of Delegates","19","Augustin Esquivar Saah","DEM","","7","22","5","3","4" 
"16","Montgomery County","001-005","08","19","House of Delegates","19","Vaughn Stewart","DEM","Y","41","87","74","10","9" 
"16","Montgomery County","001-005","08","19","County Executive","16","David T. Blair","DEM","","19","50","46","7","11" 
"16","Montgomery County","001-005","08","19","County Executive","16","Marc Elrich","DEM","Y","17","35","47","5","4" 
"16","Montgomery County","001-005","08","19","County Executive","16","Peter James","DEM","","2","2","1","1","0" 
"16","Montgomery County","001-005","08","19","County Executive","16","Hans Riemer","DEM","","9","34","11","3","2" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Gabe Albornoz","DEM","Y","30","52","65","9","10" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Brandy H. M. Brooks","DEM","","19","43","25","3","3" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Dana E. Gassaway","DEM","","10","37","7","0","3" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Evan Glass","DEM","Y","25","55","64","10","7" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Scott Evan Goldberg","DEM","","17","40","30","4","4" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Tom Hucker","DEM","","14","41","35","6","6" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Will Jawando","DEM","Y","22","59","60","8","8" 
"16","Montgomery County","001-005","08","19","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","28","60","53","5","11" 
"16","Montgomery County","001-005","08","19","County Council","007","Andrew A. Einsmann","DEM","","5","9","8","1","1" 
"16","Montgomery County","001-005","08","19","County Council","007","Paul Geller","DEM","","5","11","2","1","0" 
"16","Montgomery County","001-005","08","19","County Council","007","Sharif A. Hidayat","DEM","","7","11","7","2","2" 
"16","Montgomery County","001-005","08","19","County Council","007","Dawn Luedtke","DEM","Y","11","25","47","3","5" 
"16","Montgomery County","001-005","08","19","County Council","007","Jacqueline Manger","DEM","","6","30","20","2","6" 
"16","Montgomery County","001-005","08","19","County Council","007","Paul K. Schwartz","DEM","","5","4","6","3","1" 
"16","Montgomery County","001-005","08","19","County Council","007","Ben Wikner","DEM","","6","20","7","2","2" 
"16","Montgomery County","001-005","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","35","70","71","11","11" 
"16","Montgomery County","001-005","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","28","77","74","12","10" 
"16","Montgomery County","001-005","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","29","87","78","12","10" 
"16","Montgomery County","001-005","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","17","20","17","2","3" 
"16","Montgomery County","001-005","08","19","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","30","71","68","10","12" 
